ID,번호,유형,공고명,지역,게시일,마감일,상태,조회수,URL
LH_lease_963,1940,매입임대,"[인천지역본부] 25년 2차 신혼·신생아Ⅰ 예비입주자 모집공고(인천,부천)",인천광역시 외,2025.06.26,2025.07.09,접수마감,33955,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018322&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_964,1941,영구임대,화성비봉 A-5블록 영구임대주택 입주자격완화 추가모집,경기도,2025.06.26,2025.07.10,접수마감,35596,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018309&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=09
LH_lease_965,1943,매입임대,[대전충남] 2025년 2차 청년 매입임대주택 예비입주자 모집공고,대전광역시 외,2025.06.26,2025.07.09,접수마감,63788,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018252&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_966,1944,매입임대,[전북지역본부]2025년 2차 신혼·신생아 매입임대주택Ⅱ(전세형) 예비입주자 모집공고,전북특별자치도,2025.06.26,2025.07.09,접수마감,11307,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018238&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_967,1945,매입임대,2025년 2차 대구경북(구미-여성전용) 기숙사형 청년주택 입주자 모집공고,경상북도,2025.06.26,2025.07.09,접수마감,5090,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018300&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_968,1946,매입임대,2025년 2차 대구경북지역 신혼ㆍ신생아Ⅱ(전세형) 입주자 모집공고,대구광역시 외,2025.06.26,2025.07.09,접수마감,16785,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018302&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_969,1947,공공임대,과천지식정보타운 S-7블록 10년 공공임대주택 예비입주자 모집공고(2025.06.26),경기도,2025.06.26,2025.07.10,접수마감,56929,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060902&ccrCnntSysDsCd=02&uppAisTpCd=06&aisTpCd=08
LH_lease_970,1948,매입임대,2025년 2차 대구경북 신혼ㆍ신생아Ⅰ매입임대 입주자 모집공고,대구광역시 외,2025.06.26,2025.07.09,접수마감,13965,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018301&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_971,1949,매입임대,[전북지역본부] 2025년 2차 신혼·신생아 매입임대주택Ⅰ 예비입주자 모집공고2,전북특별자치도,2025.06.26,2025.07.09,접수마감,7813,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018237&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_972,1950,매입임대,[전북지역본부]2025년 2차 청년매입임대주택 예비입주자 모집공고,전북특별자치도,2025.06.26,2025.07.09,접수마감,26413,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018236&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_973,1951,매입임대,[강원지역본부]25년 2차 신혼·신생아 매입임대주택Ⅱ(전세형) 예비입주자 모집공고,강원특별자치도,2025.06.26,2025.07.09,접수마감,9564,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018267&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_974,1952,행복주택,"양산 물금2 천년나무 행복주택(대학생,청년) 예비입주자 완화모집(소득,총자산 배제 및 무주택요건 완화)",경상남도,2025.06.26,2025.07.10,접수마감,12465,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018326&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_975,1953,공공임대,문경매봉2 50년 공공임대주택 예비입주자 모집,경상북도,2025.06.27,2025.07.16,접수마감,6674,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018273&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=08
LH_lease_976,1954,행복주택,(세종)행정중심복합도시 6-3M중1블록 행복주택 자격완화 입주자 추가모집공고,세종특별자치시,2025.06.27,2025.07.09,접수마감,47997,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018318&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_977,1959,행복주택,"포항일월, 포항중앙 행복주택 모집공고(입주자격 완화, 선계약후검증)",경상북도,2025.06.27,2025.07.16,접수마감,11400,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018270&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_978,1960,행복주택,부산광역시 정관8 행복주택 예비입주자 모집(완화공고),부산광역시,2025.06.27,2025.07.09,접수마감,26993,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018296&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_979,1966,전세임대,2025년 기존주택 전세임대 입주자 모집 공고,전국,2025.06.30,2025.07.21,접수마감,52524,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018311&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=17
LH_lease_980,1967,매입임대,[경기 안성] 안성맞춤 청년주택 입주자 모집공고,경기도,2025.06.30,2025.07.16,접수마감,14594,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018329&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_981,1968,매입임대,[경기 안성] 안성맞춤 청년주택(기숙사형) 입주자 모집공고,경기도,2025.06.30,2025.07.18,접수마감,6345,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018330&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_982,1971,행복주택,진주남문산 행복주택 예비입주자 입주자격 완화 모집('25.06.30.),경상남도,2025.06.30,2025.07.17,접수마감,11276,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018331&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_983,1973,행복주택,진주옥봉 행복주택 예비입주자 입주자격 완화 모집('25.06.30.),경상남도,2025.06.30,2025.07.15,접수마감,16344,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018332&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_984,1974,영구임대,'2025.6.30. 광양와우 영구임대 예비입주자 모집 공고(지자체 접수),전라남도,2025.06.30,2025.07.25,접수마감,5587,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018328&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=09
LH_lease_985,1975,행복주택,대전장대 A1블록 행복주택 입주자 추가모집,대전광역시,2025.06.30,2025.07.16,접수마감,45395,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018293&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_986,1976,국민임대,대전 해모로더센트라 국민임대 입주자(당해 사업지구 철거민 등) 모집,대전광역시,2025.06.30,2025.07.17,접수마감,17486,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018226&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_987,1978,통합공공임대,과천지식정보타운 S-10BL 통합공공임대주택 예비입주자 모집공고,경기도,2025.06.30,2025.07.16,접수마감,125879,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018335&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=48
LH_lease_988,1980,전세임대,[정정공고]2025년 기존주택 전세임대 입주자 모집 공고,전국,2025.06.30,2025.07.21,접수마감,106774,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018337&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=17
LH_lease_989,1981,공공임대,[정정공고]과천지식정보타운 S-7블록 10년 공공임대주택 예비입주자 모집공고(2025.06.26),경기도,2025.06.30,2025.07.10,접수마감,139798,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060909&ccrCnntSysDsCd=02&uppAisTpCd=06&aisTpCd=08
LH_lease_990,1989,공공임대,의정부송산3단지 50년 공공임대 예비입주자 모집,경기도,2025.07.01,2025.07.15,접수마감,9986,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018336&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=08
LH_lease_991,1990,매입임대,[정정공고]25년 1차 비분양전환형 든든전세 입주자 모집 통합공고,서울특별시 외,2025.07.01,2025.07.02,접수마감,127294,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018340&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_992,1992,공공임대,[정정공고]의정부송산3단지 50년 공공임대 예비입주자 모집,경기도,2025.07.01,2025.07.15,접수마감,25166,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018342&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=08
LH_lease_993,2000,매입임대,"[경상북도 구미시, 김천시] 매입임대주택 예비입주자 모집공고",경상북도,2025.07.01,2025.07.18,접수마감,8645,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018256&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_994,2002,영구임대,정선신동 영구임대 예비입주자 모집(25.7.1 공고),강원특별자치도,2025.07.01,2025.07.25,접수마감,3371,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018334&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=09
LH_lease_995,2006,매입임대,[경상북도 구미시] 다자녀 매입임대주택 예비입주자 모집공고,경상북도,2025.07.01,2025.07.18,접수마감,3096,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018255&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_996,2007,매입임대,[정정공고][경기남부] 25년 2차 청년 매입임대주택 예비입주자 모집공고,경기도,2025.07.02,2025.07.09,접수마감,133434,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018347&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_997,2009,매입임대,"[정정공고][인천지역본부] 25년 2차 청년 매입임대 예비입주자 모집공고(인천,부천)",인천광역시 외,2025.07.02,2025.07.09,접수마감,60358,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018351&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_998,2010,매입임대,[정정공고][경기남부] 25년 2차 신혼·신생아 매입임대주택Ⅰ 예비입주자 모집공고,경기도,2025.07.02,2025.07.09,접수마감,93275,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018354&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_999,2015,영구임대,정읍수성1 영구임대주택 예비입주자 모집 공고,전북특별자치도,2025.07.02,2025.07.31,접수마감,6476,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018350&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=09
LH_lease_1000,2019,행복주택,"[정정공고]포항일월, 포항중앙 행복주택 모집공고(입주자격 완화, 선계약후검증)",경상북도,2025.07.03,2025.07.16,접수마감,12414,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018361&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_1001,2020,영구임대,대전광역시 영구임대주택 예비입주자 모집(2025.07.03),대전광역시,2025.07.03,2025.07.25,접수마감,38906,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018355&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=09
LH_lease_1002,2021,행복주택,[정정공고]수원시 지역 행복주택 예비입주자 모집 공고(2025.07.03.),경기도,2025.07.03,2025.07.18,접수마감,51000,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018448&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_1003,2022,영구임대,"파주운정3 A34BL(초롱꽃3) 영구임대주택 입주자격완화 추가 및 예비입주자 모집(소득·자산요건 배제, 무주택요건 완화)",경기도,2025.07.03,2025.07.23,접수마감,40687,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018360&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=09
LH_lease_1004,2026,행복주택,수원시 지역 행복주택 예비입주자 모집 공고(2025.07.03.),경기도,2025.07.03,2025.07.18,접수마감,108105,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018338&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_1005,2027,집주인임대,[서울지역본부] 집주인 임대주택 예비입주자 모집공고(건설개량형),서울특별시,2025.07.03,2025.07.16,접수마감,101626,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018358&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=36
LH_lease_1006,2028,국민임대,익산한스빌 국민임대주택 예비입주자 완화 모집공고,전북특별자치도,2025.07.04,2025.07.22,접수마감,3691,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018348&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_1007,2030,통합공공임대,목포상락 통합공공임대주택 입주자모집(2025.07.04. 공고),전라남도,2025.07.04,2025.07.23,접수마감,6449,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018343&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=48
LH_lease_1008,2031,행복주택,경북의성 행복주택 입주자 추가모집 공고,경상북도,2025.07.04,2025.07.18,접수마감,4997,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018367&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_1009,2032,국민임대,경북의성 국민임대 입주자 추가 모집공고,경상북도,2025.07.04,2025.07.18,접수마감,4464,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018369&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_1010,2033,국민임대,음성군지역 국민(매입)임대주택 입주자 모집 공고('25.07.04),충청북도,2025.07.04,2025.07.18,접수마감,10452,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018359&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_1011,2035,국민임대,포천송우4단지 국민임대주택 예비입주자 모집공고(2025.7.7.),경기도,2025.07.07,2025.07.23,접수마감,5492,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018373&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_1012,2036,국민임대,인천옹진백령 국민임대주택 예비입주자 모집,인천광역시,2025.07.07,2025.07.22,접수마감,3522,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018374&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_1013,2038,국민임대,인천시 [북부권] 지역 국민임대주택 예비입주자 모집공고('25.07.07.),인천광역시,2025.07.07,2025.07.22,접수마감,46660,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018365&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_1014,2039,국민임대,김포시 국민임대주택 입주자격완화 예비입주자 모집 공고,경기도,2025.07.07,2025.07.25,접수마감,55246,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018370&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_1015,2040,국민임대,[정정공고]포천송우4단지 국민임대주택 예비입주자 모집공고(2025.7.7.),경기도,2025.07.07,2025.07.23,접수마감,7951,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018379&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_1016,2041,국민임대,인천시 중구 국민임대주택 예비입주자 모집공고(2025.07.07),인천광역시,2025.07.07,2025.07.22,접수마감,27128,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018353&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_1017,2042,국민임대,'25년 7월 인천시(남부권)국민임대주택 예비입주자 모집 공고(2025.7.7),인천광역시,2025.07.07,2025.07.17,접수마감,40484,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018349&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_1018,2043,국민임대,평택안중2 국민임대주택 예비입주자모집(2025.07.07공고분),경기도,2025.07.07,2025.07.23,접수마감,12391,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018372&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_1019,2044,국민임대,용인구갈8 국민임대주택 예비입주자 모집,경기도,2025.07.07,2025.07.24,접수마감,33955,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018371&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_1020,2045,국민임대,인천논현2단지 국민임대주택 예비입주자 모집 공고,인천광역시,2025.07.07,2025.07.21,접수마감,12014,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018377&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_1021,2046,국민임대,인천도림1단지 국민임대주택 통합정례 예비입주자 모집공고,인천광역시,2025.07.07,2025.07.22,접수마감,16547,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018378&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_1022,2048,국민임대,평택시 지역 국민임대주택 입주자격완화 예비입주자 모집(2025.7.7공고),경기도,2025.07.07,2025.07.23,접수마감,42449,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018368&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_1023,2049,국민임대,파주시 국민임대 예비입주자 자격완화 모집공고('25.7.7.),경기도,2025.07.07,2025.07.23,접수마감,13780,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018323&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_1024,2050,국민임대,오산세교2 21단지 국민임대주택 예비입주자 모집공고(2025.07.07),경기도,2025.07.07,2025.07.23,접수마감,44252,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018357&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_1025,2051,국민임대,광명시 국민임대주택 예비입주자 모집(2025.07.07),경기도,2025.07.07,2025.07.24,접수마감,73757,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018341&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_1026,2052,매입임대,[정정공고][경남지역본부] 25-2차 신혼신생아매입임대2(전세형) 예비입주자 모집공고,경상남도,2025.07.07,2025.07.09,접수마감,6047,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018383&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_1027,2053,국민임대,용인시 및 이천시 지역 국민임대주택 예비입주자 모집,경기도,2025.07.07,2025.07.24,접수마감,83292,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018320&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_1028,2056,국민임대,[정정공고]파주시 국민임대 예비입주자 자격완화 모집공고('25.7.7.),경기도,2025.07.07,2025.07.23,접수마감,47118,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018386&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_1029,2058,영구임대,"익산시(익산부송1, 익산동산)영구임대주택 예비입주자 모집공고(공고일 : 2025.07.07.)",전북특별자치도,2025.07.08,2025.07.25,접수마감,4558,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018391&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=09
LH_lease_1030,2060,행복주택(신혼희망),평택고덕 A-53블록 신혼희망타운 행복주택 입주자격완화 추가모집,경기도,2025.07.08,2025.07.23,접수마감,27485,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018376&ccrCnntSysDsCd=03&uppAisTpCd=39&aisTpCd=42
LH_lease_1031,2061,행복주택,인천검단AA9블록 행복주택 예비입주자 모집공고(2025.07.08),인천광역시,2025.07.08,2025.07.24,접수마감,64618,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018380&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_1032,2062,행복주택,인천시 중구 행복주택 예비입주자 모집공고(2025.07.08),인천광역시,2025.07.08,2025.07.24,접수마감,40215,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018375&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_1033,2063,영구임대,[정정공고]제주아라(웰플러스) 고령자복지주택(증축 영구임대) 입주자모집,제주특별자치도,2025.07.08,2025.04.30,접수마감,1845,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018394&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=09
LH_lease_1034,2065,행복주택,여주역세권 행복주택 예비입주자 모집,경기도,2025.07.08,2025.07.24,접수마감,22519,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018284&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_1035,2067,행복주택(신혼희망),파주시 신혼희망타운 행복주택 예비입주자 모집공고('25.7.8.),경기도,2025.07.08,2025.07.23,접수마감,34769,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018346&ccrCnntSysDsCd=03&uppAisTpCd=39&aisTpCd=42
LH_lease_1036,2068,행복주택,파주시 행복주택 예비입주자 자격완화 모집공고('25.7.8.),경기도,2025.07.08,2025.07.23,접수마감,62151,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018352&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_1037,2069,국민임대,김제하동 국민임대주택 모집공고,전북특별자치도,2025.07.09,2025.07.24,접수마감,3065,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018396&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_1038,2070,국민임대,[정정공고]인천논현2단지 국민임대주택 예비입주자 모집 공고,인천광역시,2025.07.09,2025.07.21,접수마감,22129,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018397&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_1039,2072,행복주택(신혼희망),"과천지식정보타운 S-7, S-8 신혼희망타운 행복주택 예비입주자 모집",경기도,2025.07.09,2025.07.22,접수마감,13108,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018388&ccrCnntSysDsCd=03&uppAisTpCd=39&aisTpCd=42
LH_lease_1040,2074,행복주택(신혼희망),"[정정공고]과천지식정보타운 S-7, S-8 신혼희망타운 행복주택 예비입주자 모집",경기도,2025.07.09,2025.07.22,접수마감,67576,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018404&ccrCnntSysDsCd=03&uppAisTpCd=39&aisTpCd=42
LH_lease_1041,2078,행복주택,[신규모집]인천산곡 A1블록 행복주택 입주자모집,인천광역시,2025.07.09,2025.07.24,접수마감,75787,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018403&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_1042,2080,통합공공임대,[정정공고]목포상락 통합공공임대주택 입주자모집(2025.07.04. 공고),전라남도,2025.07.10,2025.07.23,접수마감,7123,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018407&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=48
