번호,제목,담당부서,등록일,조회수,URL
5004,서울주택도시공사 임대공급관리원 육아휴직 대체인력 채용 공고,인사부,2025-07-03,2050,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=290087
5003,세이지움 개봉 청년안심주택 예비1차 입주 안내문,구로주거안심종합센터,2025-07-03,1508,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=290540
5002,2025년 신혼·신생아Ⅰ 전세임대 입주자 정기모집공고(2025.6.11.) 서류심사대상자 발표 및 자격심사 서류제출 안내,전세주택공급부,2025-07-02,24478,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=290428
5001,2025년도 제2차 신축약정 매입임대주택 매입공고(수정),주택매입사업부,2025-06-30,11952,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=290369
5000,2025년 전세임대형 든든주택 입주자 모집 공고(2025.6.30.),전세주택공급부,2025-06-30,119487,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=290351
4999,2025년 창동 아우르네빌리지 입주자 모집공고(2025.2.21. 공고) 당첨자 및 예비자 발표,공공주택공급부,2025-06-30,6635,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=290320
4998,"고덕강일지구2단지 분양상가(고덕온빛채근린생활시설,바이크스테이션) 건물소유권이전등기 시행",수납부,2025-06-30,12583,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=290359
4997,"2025년 상반기 일반 매입임대주택(다가구,원룸) 입주대기자 선정결과 발표",매입주택공급부,2025-06-27,17941,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=290188
4996,2025년 1차 청년 매입임대주택 입주자모집공고(2025. 6. 27.) (수정),매입주택공급부,2025-06-27,280536,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=290219
4995,2025년 2차 행복주택 입주자 모집공고(2025.06.27. 공고),공공주택공급부,2025-06-27,532758,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=290172
4994,[메이플자이] 준공인가증 게시,서초주거안심종합센터,2025-06-27,143,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=290251
4993,휘경자이디센시아(휘경3)준공인가증 게시,동대문주거안심종합센터,2025-06-27,1655,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=290235
4992,전산작업에 따른 서비스(가상계좌) 중단 안내,시스템운영부,2025-06-26,271,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=290162
4991,중화1구역(리버센SK뷰롯데캐슬) 입주안내문,중랑주거안심종합센터,2025-06-25,177,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=290120
4990,위례 의료복합용지 민간사업자 공모사업 공모지침서 변경 공지,마곡위례사업부,2025-06-24,1350,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=290089
4989,자립준비청년 2025년 상반기 청년 매입임대주택 우선공급 입주자 모집공고(2025.5.29.) 최종접수현황 게시,매입주택공급부,2025-06-23,14118,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=289841
4988,[예비1차] 1~2인가구를 위한 도시형생활주택 모집공고(2024.12.27.) 당첨자 발표,맞춤주택공급부,2025-06-23,10463,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=290021
4987,"위례지구 단독주택용지(주거전용, 점포겸용) 최종 낙찰 결과 안내(재공고)",분양부,2025-06-23,1714,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=290020
4986,제47차 장기전세주택 입주자 모집공고(2025.4.30.) 서류심사대상자 발표 및 서류 제출 안내,미리내집공급부,2025-06-20,33250,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=289931
4985,서대문센트럴아이파크 입주안내(수정),은평주거안심종합센터,2025-06-20,524,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=289928
4984,[센터스퀘어발산] 공공임대 입주안내문,강서주거안심종합센터,2025-06-19,176,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=289890
4983,"위례지구 용지분양(업무3, 업무1,31) 개찰 결과",분양부,2025-06-19,2540,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=285758
4982,씨드큐브 창동 오피스(업무시설) 선착순 수의계약 임대 공고,자산운영부,2025-06-19,5121,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=289886
4981,e편한세상 답십리 아르테포레 단지내 상가 선착순 수의계약 분양 공고,정비사업지원부,2025-06-18,1169,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=289779
4980,2025년도 1차 임대상가 재공급 모집공고(2025.05.19.) 당첨자 및 예비당첨자 발표,자산운영부,2025-06-17,1214,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=289752
4979,「제27회 SH 어린이 그림그리기 대회」 수상작 발표,소통협력부,2025-06-17,514,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=289759
4978,세이지움 개봉 청년안심주택 예비1차 당첨자 주택공개 및 사전점검 안내문 게시,구로주거안심종합센터,2025-06-17,1311,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=289772
4977,휘경자이디센시아(휘경3) 입주안내문 게시,동대문주거안심종합센터,2025-06-17,1655,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=289744
4976,장기안심주택 2025년 10월 재계약대상자 입주자격 심사결과,맞춤주택공급부,2025-06-16,5894,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=289713
4975,제2차 장기전세주택2(2024.08.30.공고) 예비 3차 입주대상자 발표,미리내집공급부,2025-06-13,5724,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=289575
4974,2024년 3차 청년안심주택(2024. 12. 23. 공고) 예비1차 당첨자 발표,맞춤주택공급부,2025-06-13,13757,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=289617
4973,2023년 제1차 국민임대주택(2023.06.23.공고) 예비9차 당첨자 및 동호배정 결과,공공주택공급부,2025-06-13,5690,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=289614
4972,2022년 제1차 국민임대주택(2022.05.20.공고) 예비16차 당첨자 및 동호배정 결과,공공주택공급부,2025-06-13,2703,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=289613
4971,장기안심주택 2025년 11월 재계약 대상자 입주자격 심사서류 제출 안내,맞춤주택공급부,2025-06-13,3078,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=289601
4970,전산작업에 따른 서비스 이용 안내,시스템운영부,2025-06-12,2321,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=289577
4969,[수정] [메이플자이] 장기전세주택2(미리내집) 입주안내문 게시,서초주거안심종합센터,2025-06-12,348,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=289576
4968,제46차 장기전세주택 입주자 모집 공고(2024.12.26. 공고) 당첨자 및 예비입주자 발표,미리내집공급부,2025-06-12,15043,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=289490
4967,2025년 서울시 청년월세지원 모집공고,청년월세지원센터(TF),2025-06-11,7020,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=289516
4966,2025년 신혼·신생아(Ⅰ유형) 전세임대 입주자 모집 공고(2025.6.11.),전세주택공급부,2025-06-11,85328,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=289479
4965,고덕강일지구 자족기능시설용지 일반분양 공고 (자족3BL),분양부,2025-06-11,6859,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=289329
4964,고덕강일지구 및 내곡도시형생활주택 단지내 상가 선착순 분양 공고,자산운영부,2025-06-09,1312,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=289435
4963,마곡지구 편익시설용지 분양 공고,분양부,2025-06-09,2907,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=289428
4962,송파창의혁신지구(옛 성동구치소 부지) 업무시설용지 일반분양 공고(재공고),분양부,2025-06-09,4701,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=289347
4961,2025년 서울주택도시공사 건설현장 안전점검 수행기관 등록명부 공개,예방안전부,2025-06-09,525,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=289416
4960,[센터스퀘어발산] 동명칭 관련 대출기관 제출 공문,강서주거안심종합센터,2025-06-05,77,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=289345
4959,[토지임대부 사회주택] 옥류정원 입주자 모집공고 2차 운영자: ㈜브릭),빈집사업부,2025-06-05,3603,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=289354
4958,[센터스퀘어발산] 주소지 지번변경 내역 안내,강서주거안심종합센터,2025-06-04,56,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=289281
4957,세이지움 개봉 청년안심주택 주차장 이용 안내문,구로주거안심종합센터,2025-06-04,939,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=289299
4956,가든파이브 툴동 1층 상가분양 수의계약 공고,가든파이브관리부,2025-06-04,818,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=289130
4955,2025년 기존주택 전세임대 입주자 모집공고(2025. 2. 5.)입주대상자 발표,전세주택공급부,2025-05-30,5466,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=289153
4954,제3차 장기전세주택2(2024.12.20.공고) 예비 1차 입주대상자 발표,미리내집공급부,2025-05-30,13879,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=289116
4953,용산국제업무지구 도시개발사업 보상계획 공고,보상총괄부,2025-05-30,5021,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=289083
4952,자립준비청년 2025년 상반기 청년 매입임대주택 우선공급 입주자모집 공고(2025. 5. 29.),매입주택공급부,2025-05-29,73744,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=289048
4951,위례 의료복합용지 개발사업 민간사업자 공모 변경 일정 공지(2차),마곡위례사업부,2025-05-28,1049,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=289041
4950,서울고덕강일공공주택지구 추정 택지조성원가(2차 재산정) 공개,사업관리부,2025-05-27,1120,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=288983
4949,골드타워 청년안심주택 입주안내문 게시,관악주거안심종합센터,2025-05-26,2459,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=288925
4948,[당첨자 발표] 2024년 2차 청년 매입임대주택 입주자모집(2024.12.26.) 당첨자 및 예비자 발표,매입주택공급부,2025-05-23,14353,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=288814
4947,"위례지구 단독주택용지(주거전용, 점포겸용) 일반분양 재공고",분양부,2025-05-23,13034,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=288778
4946,고덕강일지구 및 내곡도시형생활주택 단지내 상가 선착순 분양 공고,자산운영부,2025-05-22,3662,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=288654
4945,고덕강일지구 생활대책용지(상업시설용지 2BL) 공급 공고,분양부,2025-05-21,1705,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=288730
4944,제47차 장기전세주택(2025.4.30.) 최종 청약접수 결과,미리내집공급부,2025-05-21,20924,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=288689
4943,가든파이브 라이프 잔여상가 선착순 수의계약 분양 공고,가든파이브관리부,2025-05-21,955,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=288546
4942,서울주택도시공사 특정업무직 및 공무직 최종합격자 발표 및 임용등록 안내,인사부,2025-05-20,1797,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=288485
4941,세이지움 개봉 청년안심주택 입주안내문 게시,구로주거안심종합센터,2025-05-20,2850,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=288647
4940,2025년 1차 행복주택 서류심사 대상자 발표 및 서류 제출 안내,공공주택공급부,2025-05-19,27680,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=288468
4939,장기안심주택 2025년 9월 재계약대상자 입주자격 심사결과,맞춤주택공급부,2025-05-19,6021,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=288564
4938,송파창의혁신지구(옛 성동구치소 부지) 업무시설용지 개찰결과,분양부,2025-05-19,680,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=288752
4937,2025년 1차 임대상가 재공급 모집공고,자산운영부,2025-05-19,1954,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=288492
4936,제47차 장기전세주택 입주자 모집공고(2025.4.30.) 1순위 청약접수 결과 및 2순위 청약접수 단지 안내,미리내집공급부,2025-05-19,24254,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=288464
4935,제3기 SH 홈즈자문단 모집공고,건축기술부,2025-05-19,1003,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=288461
4934,[청년안심주택] 마장 한영스테이(마장동783-5외) 사용승인서 게시,성동주거안심종합센터,2025-05-19,174,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=288549
4933,[센터스퀘어발산] 상호전환시 임대조건 변경표,강서주거안심종합센터,2025-05-18,86,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=288533
4932,2024년 2차 행복주택(2024.12.27.공고) 당첨자 및 예비자 발표,공공주택공급부,2025-05-16,14514,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=288319
4931,e편한세상 답십리 아르테포레 단지내 상가 분양(입찰) 공고 개찰결과 게시,정비사업지원부,2025-05-16,759,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=288483
4930,고덕온빛채 사용검사필증 게시,강동주거안심종합센터,2025-05-16,163,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=288452
4929,위례지구 용지(업무시설용지) 일반분양 공고,분양부,2025-05-16,1884,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=288426
4928,2025년 성동주거안심종합센터 희망돌보미(사무지원) 2차 채용 공고,성동주거안심종합센터,2025-05-16,89,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=288487
4927,2025년 2차 은평주거안심종합센터 희망돌보미(사무지원) 모집공고,은평주거안심종합센터,2025-05-16,164,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=288459
4926,2024년 제1차 국민임대주택(2024.09.26.공고) 예비1차 당첨자 및 동호배정 결과,공공주택공급부,2025-05-15,8648,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=288410
4925,고덕강일지구 용지 분양 공고 개찰결과 게시,분양부,2025-05-15,954,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=288416
4924,"서울주택도시공사 2025년 신입사원(사무기술직, 주거복지직) 최종합격자 발표 및 임용등록 안내",인사부,2025-05-14,3687,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=288367
4923,[토지임대부 사회주택] 옥류정원 입주자 모집공고 (운영자: ㈜브릭),빈집사업부,2025-05-14,2981,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=288340
4922,장기안심주택 2025년 10월 재계약대상자 입주자격 심사서류 제출안내,맞춤주택공급부,2025-05-13,5256,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=288273
4921,다동근린공원 조성사업 보상계획 공고,수탁보상부,2025-05-13,3475,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=288288
4920,2025년 1차 행복주택 입주자 모집(2025.04.25.공고) 최종 청약 경쟁률 게시,공공주택공급부,2025-05-13,67343,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=288199
4919,2025년 1차 청년안심주택(공공임대) 서류심사대상자 발표(2025.04.09.공고),맞춤주택공급부,2025-05-09,68059,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=288124
4918,가든파이브 라이프동 패션관 10층 상가 일괄분양 공고,가든파이브관리부,2025-05-09,1145,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=288068
4917,2025년도 건설약정 매입임대주택 매입공고(수정) 및 사전컨설팅 시행 안내,노후주택사업부,2025-05-09,3257,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=288041
4916,[서울대벤처타운역 푸르지오] 준공인가증 게시,관악주거안심종합센터,2025-05-07,895,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=288021
4915,"서울주택도시공사 특정업무직(건물유지관리원) 필기전형, 공무직(경비원 및 후생원) 체력검정 결과 및 면접전형 공고",인사부,2025-05-02,1240,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=287788
4914,2021년 제1차 국민임대주택(2021.09.24.공고) 예비15차 당첨자 및 동호배정 결과,공공주택공급부,2025-05-02,12789,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=287897
4913,2024년 3차 청년안심주택(2024.12.23.공고) 당첨자 및 예비자 발표,맞춤주택공급부,2025-04-30,32820,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=287808
4912,제47차 장기전세주택 입주자 모집공고 (2025.4.30. 공고),미리내집공급부,2025-04-30,325632,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=287727
4911,고덕강일2BL(고덕 온빛채) 입주안내문 게시,강동주거안심종합센터,2025-04-30,3390,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=287825
4910,e편한세상 답십리 아르테포레 단지내 상가 분양(입찰) 공고,정비사업지원부,2025-04-30,1431,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=287734
4909,"위례지구 단독주택용지(주거전용, 점포겸용) 최종 낙찰 결과 안내",분양부,2025-04-30,1363,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=287758
4908,세이지움 개봉 청년안심주택 주택공개 및 사전점검 안내문 게시,구로주거안심종합센터,2025-04-30,2125,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=287846
4907,2025년도 건설공사 안전점검 수행기관 조달청 등록명부 활용 안내,예방안전부,2025-04-30,535,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=287796
4906,위례 의료복합용지 개발사업 민간사업자 공모 변경일정 공지,마곡위례사업부,2025-04-29,1132,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=287714
4905,고덕강일2BL(고덕 온빛채) 이사예약 안내문 게시,강동주거안심종합센터,2025-04-28,1497,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=287679
4904,2025년 제1차 보증금지원형 장기안심주택 신규 입주자 모집공고,맞춤주택공급부,2025-04-28,204858,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=287311
4903,가든파이브 라이프동 잔여상가 2차 분양공고,가든파이브관리부,2025-04-28,1180,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=287534
4902,제3차 장기전세주택2(2024.12.20. 공고) 당첨자 및 예비입주자 발표,미리내집공급부,2025-04-25,19483,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=287598
4901,[정정] 2025년 1차 행복주택 입주자 모집공고 (2025. 4. 25. 공고),공공주택공급부,2025-04-25,213913,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=287466
4900,청년안심주택(세이지움 개봉) 사용검사 확인증 게시,구로주거안심종합센터,2025-04-25,1585,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=287565
4899,가든파이브 툴동 1층 상가분양 2차 공고,가든파이브관리부,2025-04-23,834,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=287387
4898,"2025년 신입사원(사무기술직, 주거복지직) 필기전형 합격자 발표 및 면접전형 안내",인사부,2025-04-22,3947,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=287402
4897,서울주택도시공사 공무직(경비원 및 후생원) 서류전형 합격자 발표 및 체력검정 공고,인사부,2025-04-18,1291,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=287208
4896,서울주택도시공사 특정업무직(건물유지관리원) 서류전형 합격자 발표 및 적성·인성 검사 공고,인사부,2025-04-18,819,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=287207
4895,2024년 2차 청년안심주택(2024. 7. 26. 공고) 예비3차 당첨자 발표,맞춤주택공급부,2025-04-18,27514,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=287233
4894,2024년 제1차 국민임대주택(2024.9.26 공고) 계약 결과 알림,공공주택공급부,2025-04-18,10636,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=287160
4893,2022년 제1차 국민임대주택(2022.5.20.공고) 예비15차 당첨자 및 동호배정 결과,공공주택공급부,2025-04-18,3776,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=287230
4892,2023년 제1차 국민임대주택(2023.06.23.공고) 예비8차 당첨자 및 동호배정 결과,공공주택공급부,2025-04-18,3599,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=287228
4891,2024년 영구임대 예비입주자 선정 명단 발표,공공주택공급부,2025-04-18,8092,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=287055
4890,2025년도 제1차 신축약정 매입임대주택 매도인 추천 감정평가법인 선정 결과 공개,주택매입사업부,2025-04-17,2861,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=287186
4889,2025년도 청년안심주택 매입공고,청년주택부,2025-04-16,13527,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=287132
4888,장기안심주택 2025년 9월 재계약대상자 입주자격 심사서류 제출안내,맞춤주택공급부,2025-04-16,3641,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=287105
4887,장기안심주택 2025년 8월 재계약대상자 입주자격 심사결과,맞춤주택공급부,2025-04-16,2753,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=287104
4886,송파창의혁신지구(옛 성동구치소 부지) 업무시설용지 일반분양 공고,분양부,2025-04-14,12081,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=286894
4885,제4차 장기전세주택2 입주자 모집 공고(2025.04.11.),미리내집공급부,2025-04-11,251572,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=286879
4884,2025년 1차 청년안심주택(공공임대) 입주자 모집공고(2025.04.09.),맞춤주택공급부,2025-04-09,348158,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=286814
4883,[길음 롯데캐슬 트윈골드]준공인가증 게시,성북주거안심종합센터,2025-04-09,1460,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=286737
4882,협력사 ESG경영 평가 지원 참여기업 모집,ESG혁신부,2025-04-07,548,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=286692
4881,제2차 장기전세주택2(2024.08.30.공고) 예비 2차 입주대상자 발표,미리내집공급부,2025-04-04,12737,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=286629
4880,"서울주택도시공사 2025년 신입사원(사무기술직, 주거복지직) 서류전형 합격자 발표",인사부,2025-04-04,6174,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=286611
4879,[토지임대부 사회주택] 강북구 솔매로 7다길 15 사회주택 잔여 1호 입주자 모집공고 (운영자: ㈜온썸),빈집사업부,2025-04-04,4476,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=286620
4878,2024년 재개발임대주택 모집공고 당첨자 및 예비자 발표 (2024.10.11.공고),공공주택공급부,2025-04-02,10321,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=286544
4877,"서울주택도시공사 특정업무직(건물유지관리원) 및 공무직(경비원,후생원) 채용 공고",인사부,2025-04-01,2010,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=286377
4876,개포 구룡마을 설계공모 심사결과 공지,건축설계부,2025-03-31,1733,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=286492
4875,장위자이레디언트(장위4구역)_준공인가 전 사용허가증,성북주거안심종합센터,2025-03-31,276,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=286483
4874,고덕강일지구 상업시설용지 및 주차장용지 분양 공고,분양부,2025-03-31,7003,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=286389
4873,제2차 장기전세주택2 입주자 모집 공고(2024.08.30. 공고) 추가 서류심사 예비입주자 발표,미리내집공급부,2025-03-28,28200,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=286419
4872,2024년 제1차 국민임대주택 입주자 모집공고(2024.09.26.공고) 당첨자 및 예비자 발표,공공주택공급부,2025-03-28,19004,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=286352
